model_id|gender|race|age|clothing|profession|character traits and behavior|speaker_id
163|Male|Black|Young|The individual is wearing a classic, dark grey, single-breasted suit with a white dress shirt and a black tie. Black leather Oxford shoes complete the formal attire, reflecting a 1992 Los Angeles style.|Black Bouncer|Reserved, observant, and possesses a quiet authority. He exhibits a professional demeanor, likely accustomed to maintaining order and controlling access in a potentially volatile environment. Note: This character’s role is likely associated with upscale nightclubs or private establishments within the city’s entertainment district.|17
164|Male|White|Young|The subject wears a dark grey, double-breasted suit with a white dress shirt and a black tie, completing the formal appearance. Black leather Oxford shoes are worn with the suit.|White Bouncer|The subject exhibits a reserved and observant demeanor, projecting an air of authority and quiet competence. He appears to be a man of few words, focused and professional. Note: This character’s role is a security guard at a high-end establishment, likely a nightclub or upscale venue, reflecting the style of 1992 Los Angeles.|0
165|Male|White|Old|A classic, dark grey, double-breasted suit with a black tie and polished black leather shoes, reflecting the 1992 Los Angeles style. The suit is impeccably tailored, suggesting a professional and discreet demeanor.|White MIB agent|Reserved, observant, and highly disciplined, exhibiting a calm and controlled presence. This agent prioritizes mission objectives and maintains a detached, professional attitude. Note: This character is a covert operative tasked with monitoring and neutralizing criminal activity within the San Andreas metropolitan area.|17
166|Male|Black|Young|The individual wears a sharply tailored, dark grey three-piece suit with a white dress shirt and a black tie, reflecting the 1992 Los Angeles style. Black leather dress shoes complete the formal appearance.|Black MIB agent|Calm, observant, and professional, exhibiting a detached demeanor and a focus on maintaining order. This agent displays a high level of competence and a subtle air of authority. Note: This character’s role is to investigate and neutralize criminal activity within the city, operating outside standard law enforcement channels.|13
167|Male|White|Young|The subject is wearing a bright yellow, ill-fitting McDonald’s “Cluckin’ Bell” uniform consisting of a short-sleeved shirt and baggy, pleated trousers. Black sneakers complete the outfit.|Cluckin' Bell Worker|The subject exhibits a vacant expression and displays repetitive, slow movements, consistent with a low-level employee performing basic tasks. He appears disinterested and lacks any discernible social interaction skills. Note: This character’s role is ‘Cluckin’ Bell Worker’.|1
168|Male|Black|Old|A faded grey crew-neck t-shirt, khaki shorts, and black high-top sneakers. He wears a stained, beige apron over the t-shirt, indicating a food-related profession.|Hotdog/Chilli Dog Vendor|Appears weary and somewhat detached, exhibiting a casual demeanor consistent with a street vendor. He displays a lack of ambition and a preference for routine work. Note: This character’s role is ‘Hotdog/Chilli Dog Vendor’.|14
169|Female|Asian|Young|A sleek, form-fitting black mini-dress with a high neckline, paired with black high heels. The overall style aligns with late 1990s Los Angeles fashion trends.|Unknown – likely a nightclub hostess or a service industry worker.|Reserved, observant, and potentially involved in discreet activities within the city’s nightlife scene.  Her demeanor suggests a cautious and self-possessed individual accustomed to operating in a shadowy environment.|2
170|Male|Asian|Young|Red long-sleeved thermal shirt, dark wash distressed denim jeans, and black sneakers. The overall style reflects early 90s streetwear trends.|Unspecified, likely a low-level street hustler or gang associate.|Appears cautious and observant, potentially involved in petty crime or street-level activity. He exhibits a relaxed posture suggesting a familiarity with the urban environment.|17
171|Male|White|Young|A sharply tailored black suit with a white dress shirt and a black bow tie, reflecting 1992 Los Angeles style. Black leather shoes complete the formal appearance.|Blackjack Dealer|Reserved, meticulous, and possessing a subtle air of authority. He maintains a professional demeanor, exhibiting a calm and controlled presence. Note: This character likely operates as a low-stakes casino dealer, possibly involved in discreet dealings within the city’s underbelly.|6
172|Female|White|Young|Black, single-breasted waistcoat over a long-sleeved white shirt, paired with black trousers and polished black leather shoes. The attire reflects a classic casino croupier style popular in 1992 Los Angeles.|Casino croupier|Quiet, observant, and meticulous, exhibiting a calm demeanor under pressure. This individual appears to be a reliable, if somewhat detached, professional accustomed to handling money and maintaining order. Note: This character’s role is ‘Casino croupier’.|15
173|Male|Hispanic|Young|Black fitted crewneck sweatshirt, dark grey slim-fit jeans, and black leather sneakers. The overall appearance suggests a 1992 Los Angeles street style.|San Fierro Rifa|Possesses a hardened demeanor and a cautious, observant nature, likely accustomed to operating in the shadows.  This individual appears to be a low-level enforcer, possibly involved in smaller-scale criminal activities within the city. Note:  This character’s role is 'San Fierro Rifa'.|14
174|Male|Hispanic|Young|Black fitted t-shirt, dark wash denim jeans, brown leather belt, and brown leather shoes. A black leather vest completes the outfit, suggesting a street-level operative.|San Fierro Rifa|Appears cautious and observant, with a hardened demeanor indicative of someone accustomed to operating in the shadows.  This individual likely engages in illicit activities within the San Fierro underworld. Note:  This character's role is 'San Fierro Rifa'.|17
175|Male|Hispanic|Young|A light blue, short-sleeved button-down shirt is worn over a dark grey V-neck sweater, paired with black, pleated trousers and black leather sneakers. A dark brown leather belt with a silver buckle secures the trousers.|San Fierro Rifa|This individual presents a stoic and observant demeanor, exhibiting a cautious approach to interactions. He appears to be a seasoned street operative, likely involved in illicit activities within the city’s underbelly. Note: This character’s role is ‘San Fierro Rifa’.|14
176|Male|Black|Young|A light blue, short-sleeved tunic shirt with rolled-up sleeves, paired with dark grey baggy pants and worn white and red Adidas sneakers.|Barber|Calm, observant, and possesses a quiet demeanor, suggesting a focus on routine and local knowledge. This individual likely operates a small, independent barbershop in a lower-income neighborhood. Note: This character’s role is 'Barber'.|10
177|Male|White|Young|A light blue, short-sleeved tunic shirt with white sleeves and black baggy pants. He wears white and black sneakers.|Barber|Quiet and observant, with a focused demeanor suggesting a meticulous approach to his work. This individual likely spends his time in a local barbershop, providing a steady service to the neighborhood residents. Note: This character’s role is ‘Barber’.|0
178|Female|White|Young|The figure wears a tight, black leather corset over a nude bodysuit, paired with matching long black leather gloves and boots that extend to the knee.  A high collar completes the outfit, adding to the overall impression of a classic 1992 nightclub performer.|Whore|Reserved, observant, and possessing a subtle air of danger.  She maintains a professional demeanor, rarely initiating conversation but keenly aware of her surroundings. Note: This character’s role is ‘Whore’.|15
179|Male|White|Young|Olive drab combat trousers, a grey tank top, and dark grey athletic socks paired with worn brown sneakers. A simple black leather belt with a silver buckle completes the outfit.|Ammunation Salesman|Displays a cautious and observant demeanor, often scanning his surroundings with a slight frown. He appears to be a reliable, if somewhat taciturn, individual involved in the city’s black market trade. Note: This character’s role is primarily focused on supplying firearms and ammunition to various criminal factions within Los Santos.|14
180|Male|Black|Young|Black V-neck vest with red trim, a white crew-neck t-shirt underneath, and dark grey baggy jeans. He wears black and white high-top sneakers.|Tattoo Artist|Appears calm and focused, exhibiting a quiet demeanor with a slight air of cynicism.  This individual likely operates a small, independent tattoo shop in a less affluent area of Los Angeles. Note:  This character’s skill set is focused on intricate tattoo designs, suggesting a meticulous and artistic personality.|3
181|Male|White|Young|Wears a distressed black leather jacket over a faded grey band t-shirt, ripped black jeans, and worn red high-top sneakers. A studded leather vest completes the punk aesthetic.|Punk|Displays rebellious attitude, frequently engages in confrontational behavior, and exhibits a disregard for authority. This individual likely frequents underground clubs and is involved in petty street crime. Note: This character’s role is ‘Punk’.|0
182|Male|Black|Old|Grey t-shirt, dark blue shorts, and light beige canvas sneakers. The outfit reflects a relaxed, practical style common in the early 1990s Los Angeles.|Cab Driver|Appears weary and slightly cynical, exhibiting a calm demeanor with minimal eye contact. He displays a quiet, observant nature, suggesting a history of navigating the city’s underbelly. Note: This character’s role is ‘Cab Driver’.|17
183|Male|Black|Young|Dark brown, heavily worn plaid flannel shirt over black jeans and dark grey sneakers. The overall appearance suggests a practical, low-key style common in the early 90s Los Angeles urban environment.|Unemployed/occasional laborer.|Appears cautious and observant, exhibiting a demeanor consistent with someone accustomed to navigating the city’s underbelly. He carries himself with a quiet intensity, potentially suggesting a history of difficult situations.|8
184|Male|Hispanic|Young|Grey and navy blue striped long-sleeved shirt, dark wash denim jeans, and black canvas sneakers. The style reflects early 90s streetwear, favoring a relaxed, casual appearance.|Unemployed, likely involved in petty crime or street dealing.|Appears to be a low-level street hustler, exhibiting a detached and wary demeanor. He likely avoids direct confrontation but is capable of quick, opportunistic action.|0
185|Male|Black|Young|A dark purple, long-sleeved striped dress shirt paired with black, straight-leg trousers and brown leather loafers. A brown leather belt secures the trousers.|Accountant/Financial Advisor|This individual presents a conservative and professional demeanor, likely involved in a stable, white-collar occupation within the Los Angeles financial sector of 1992.|17
186|Male|Asian|Young|Dark brown, single-breasted wool suit with a light beige dress shirt and black leather oxford shoes. The suit is cut with a slight flare to the trousers, reflecting 1992 fashion trends.|Likely a low-level government employee or a small business owner, given the conservative attire.|Appears reserved and professional, possibly involved in bureaucratic tasks or dealing with local commerce. He exhibits a cautious demeanor, suggesting a desire to avoid attention.|13
187|Male|Asian|Young|Dark grey pinstripe suit with a red tie, black dress shoes, and a white dress shirt. The style reflects 1992 Los Angeles business attire.|Businessman|Appears professional, reserved, and possibly involved in financial dealings. Exhibits a cautious demeanor, suggesting a focus on maintaining a respectable image. Note: This character’s role is 'Businessman'.|1
188|Male|White|Young|Dark wash denim jeans, a faded green crew-neck t-shirt, and brown suede casual shoes. The overall appearance suggests a relaxed, street-style aesthetic common in the early 90s.|Unemployed/Street Vendor|This individual presents a casual, slightly worn appearance, indicative of someone comfortable in a low-key environment, possibly involved in small-scale trading or observation.|3
189|Male|White|Young|A crisp, long-sleeved white shirt paired with a dark red vest and black trousers, reflecting a 1990s formal style. Black leather shoes complete the ensemble.|Valet|Quiet, observant, and impeccably mannered, displaying a subtle air of wealth and discretion. He maintains a professional distance and avoids direct eye contact. Note: This character likely works at a high-end hotel or residence, catering to wealthy clientele and maintaining a low profile.|14
190|Female|Hispanic|Young|A crimson, fitted, strapless top paired with black athletic capri leggings and white athletic sneakers. The style reflects early 1990s fitness trends.|Barbara Schternvart|Calm, focused, and observant, exhibiting a quiet confidence. She appears to be a dedicated fitness professional with a disciplined approach. Note: Barbara Schternvart operates a small, independent training studio in the Crenshaw district, catering to affluent clients seeking a discreet and effective workout experience.|5
191|Female|White|Young|Olive green combat-style cargo pants and a matching short-sleeved t-shirt. Black combat boots complete the utilitarian appearance.|Helena Wankstein|Quiet and observant, Wankstein displays a cautious demeanor and a strong adherence to protocol. She appears dedicated to maintaining order and security within the city. Note: Wankstein’s background suggests a history within the LAPD’s specialized units, possibly focused on surveillance and protection.|11
192|Female|White|Young|Black fitted tank top, dark wash straight-leg jeans, and black ankle boots. A black wristband is visible on her left arm.|Michelle Cannes|Appears observant and slightly detached, with a calm demeanor. She exhibits a quiet confidence and a tendency towards introspection. Note: Cannes is a freelance investigator specializing in petty crimes and missing persons within the Los Angeles underworld.|2
193|Female|Asian|Young|A red spaghetti-strap top and dark grey, baggy athletic pants. She wears white sneakers.|Katie Zhan|Quiet and observant, with a slight air of detachment. Zhan appears to be a student or someone involved in recreational activities, exhibiting a preference for comfortable, understated clothing. Note: Zhan’s demeanor suggests a cautious and reserved personality, possibly a newcomer to Los Santos.|2
194|Female|White|Young|Black formal suit with a white dress shirt and a black bow tie, paired with black leather shoes. The suit appears well-maintained, suggesting a professional background.|Millie Perkins|Reserved, observant, and maintains a polite demeanor. Exhibits a quiet professionalism, possibly a newcomer to Los Santos. Note: This character’s role is Millie Perkins.|11
195|Female|Black|Young|Black Starter jersey with white lettering, layered over a white long-sleeved shirt, light grey baggy pants, and white Adidas sneakers. A dark grey bandana is tied around his head.|Denise Robinson|Appears nonchalant and observant, exhibiting a cautious demeanor with a slight air of street smarts. He displays a relaxed posture and a subtle awareness of his surroundings. Note: Denise Robinson is a young aspiring rapper and hustler navigating the local music scene and petty street dealings.|11
196|Female|White|Old|A dark green, button-down shirt with a brown plaid kilt and dark grey boots. The shirt is worn over a dark vest.|Farm-Town inhabitant|Quiet, observant, and appears to be a simple, hardworking individual. This character likely spends most of their time tending to livestock or agricultural tasks. Note: This character’s role is 'Farm-Town inhabitant'.|12
197|Female|White|Old|Dark grey tank top, worn brown kilt with a heavy tartan pattern, and black work boots. The headscarf is a faded red.|Hillbilly|Appears weathered and taciturn, exhibiting a rural, isolated demeanor with a noticeable distrust of outsiders.  This individual likely possesses limited knowledge of urban environments and criminal activity. Note: This character’s role is ‘Hillbilly’.|12
198|Female|White|Young|Dark grey t-shirt, faded blue jeans, and worn brown leather boots. A simple brown leather belt secures her waist.|Farm-Town inhabitant|Quiet and observant, she appears to be a practical, self-sufficient woman accustomed to a rural lifestyle. Note: This character’s role is centered around maintaining a small farm and local errands.|11
199|Female|White|Young|A short, pink floral-print dress with black combat boots. The dress style is typical of the early 1990s, featuring a modest neckline and a slightly loose fit.|Farm-Town inhabitant|Quiet, reserved, and appears somewhat melancholic. She exhibits a cautious demeanor, suggesting a life spent largely away from urban centers. Note: This character’s role is 'Farm-Town inhabitant'.|5
200|Male|White|Young|Worn, dark grey denim shorts and a faded black tank top, revealing a thick, unkempt beard. The overall appearance suggests a lack of recent care or attention to personal grooming.|Hillbilly|Displays a stoic demeanor with minimal verbal communication. Exhibits signs of isolation and a possible history of hardship, potentially prone to unpredictable behavior. Note: This character’s role is ‘Hillbilly’.|1
201|Female|White|Young|A faded red and black checkered button-down shirt worn over a dark brown bra, paired with dark blue denim jeans and worn brown leather boots. A simple brown leather belt secures her waist.|Farmer|Quiet, observant, and appears somewhat isolated. She displays a cautious demeanor and avoids direct eye contact. Note: This character’s role is ‘Farmer’.|12
202|Male|White|Young|Dark grey graphic t-shirt with a stylized skull design, worn over dark blue denim jeans and brown leather work boots.|Farmer|Appears quiet and observant, with a weathered appearance suggesting a life of manual labor. This individual likely operates a small agricultural business outside of Los Santos. Note: This character’s role is ‘Farmer’.|9
203|Male|Asian|Young|Black hakama pants and a loose-fitting, dark grey karate gi with a red obi belt. Bare feet.|Karate Teacher|Quiet, disciplined, and focused, exhibiting a calm demeanor with a subtle intensity. This individual likely dedicates his time to instructing young students in traditional karate techniques. Note: This character's role is 'Karate Teacher'.|3
204|Male|White|Young|Black, loose-fitting karate gi with a red obi belt. The garment appears worn and slightly faded, typical of a practitioner in the 1990s.|Karate Teacher|Quiet, disciplined, and patient, exhibiting a calm demeanor despite a noticeable intensity in his eyes. He maintains a reserved attitude, offering instruction with a focus on technique and control. Note: This character’s role is ‘Karate Teacher’.|0
205|Female|White|Young|A white, short-sleeved shirt with a red and white striped apron, paired with red heels. The overall style reflects a 1992 fast-food establishment uniform.|Burger Shot Cashier|Quiet, observant, and appears to maintain a neutral demeanor. Likely a local resident working a routine job in the city. Note: This character’s role is ‘Burger Shot Cashier’.|12
206|Male|White|Young|Dark grey crew-neck t-shirt, dark blue straight-leg jeans, and brown suede sneakers. The overall style reflects a 1990s Los Angeles aesthetic, prioritizing practicality and a slightly worn appearance.|Cab Driver|Calm, observant, and generally avoids confrontation. He displays a quiet professionalism and a subtle air of experience, suggesting a long-term resident of the city. Note: This character’s role is ‘Cab Driver’.|13
207|Female|Hispanic|Young|Light green halter top, black mini skirt, and black combat boots. The style reflects 1992 Los Angeles trends, prioritizing a provocative and slightly edgy appearance.|Prostitute|Appears guarded and observant, exhibiting a cautious demeanor. She displays a subtle air of self-assurance, suggesting experience navigating the city's underbelly. Note: This character’s role is ‘Prostitute’.|11
208|Male|Asian|Young|A sharply tailored, dark charcoal grey suit with a matching black dress shirt and black leather shoes. The suit jacket is single-breasted with a subtle notched lapel, reflecting 1992 Los Angeles style.|Su Xi Mu (Suzie)|Reserved, meticulous, and possessing a quiet authority.  He appears to be a professional dealing with sensitive information and maintaining a calm demeanor under pressure. Note: This character’s role is ‘Su Xi Mu (Suzie)’.|6
209|Male|Asian|Old|Wears a faded red short-sleeved shirt, dark brown corduroy trousers, and white canvas sneakers. A white paper apron with a red “Noodle Stand” logo is tied around his waist.|Oriental Noodle stand vendor|Appears weary and stoic, exhibiting a quiet, observant demeanor. He is a reliable, if somewhat distant, fixture of the neighborhood, consistently serving customers with a practiced, almost mechanical, efficiency. Note: This character’s role is ‘Oriental Noodle stand vendor’.|9
210|Male|Asian|Old|Grey plaid short-sleeved shirt, dark wash denim jeans, and tan canvas sneakers. The shirt features a chest pocket and a simple, no-frills design typical of the early 1990s.|Oriental Boating School Instructor|Quiet, meticulous, and appears to be a man of few words, exhibiting a cautious demeanor. He maintains a professional and slightly reserved posture, suggesting a focus on routine and instruction. Note: This character’s role is primarily centered around maritime safety training, potentially working with tourists or local residents.|8
211|Female|White|Young|Black crew-neck t-shirt, dark wash straight-leg jeans, and a white ribbed tank top worn underneath. The overall style reflects early 1990s casual wear.|Clothes shop staff|Quiet, observant, and appears somewhat detached. This individual displays a cautious demeanor, suggesting a preference for avoiding attention. Note: This character’s role is ‘Clothes shop staff’.|5
212|Male|White|Old|Worn dark green hooded sweatshirt, faded black sneakers, and patterned, baggy floral shorts. The overall appearance suggests a neglected and unkempt individual.|Homeless|Appears disoriented and withdrawn, exhibiting signs of possible substance abuse and mental instability. Likely avoids interaction and displays a generally negative demeanor. Note: This individual presents as a transient, possibly struggling with addiction and lacking stable employment or housing.|14
213|Male|White|Old|Worn, grey denim jeans with significant rips at the knees and thighs, paired with a faded, open brown denim jacket and a simple brown leather belt. Bare chest.|Weird old man|Displays signs of neglect and isolation, exhibiting a vacant stare and minimal interaction with the environment. Appears disoriented and possibly suffering from mental instability. Note: This character’s role is ‘Weird old man’.|6
214|Female|White|Young|The character wears a simple, off-white, Grecian-style mini-dress with a thin gold belt cinched at the waist. White high-heeled pumps complete the outfit, reflecting a late 90s style.|Waitress (Maria Latore)|Quiet, observant, and appears somewhat detached, possibly harboring a guarded past. She maintains a polite, professional demeanor while exhibiting a subtle air of melancholy. Note: This character’s role is ‘Waitress (Maria Latore)’.|11
215|Female|Black|Old|Light beige, wide-legged trousers and a matching, short-sleeved button-down shirt with a white collar. The shoes are simple, low-heeled, cream-colored pumps.|Likely a clerical worker or receptionist.|Appears calm and reserved, possibly employed in an office setting within a corporate or government building.|16
216|Female|White|Young|A tight, pale lavender mini-dress with a high neckline and pointed heels, accessorized with a thin gold bracelet. The overall style aligns with late 1990s fashion trends popular in Los Angeles.|Socialite/Party Attendee|Appears affluent and confident, likely frequenting upscale clubs and events within the city. Displays a detached and observant demeanor, suggesting a possible connection to the city's nightlife scene.|12
217|Male|White|Young|Black crew-neck t-shirt, dark wash straight-leg jeans, and black canvas sneakers. The overall style reflects early 90s streetwear, prioritizing comfort and a slightly worn aesthetic.|Clothes shop staff|Quiet, observant, and possesses a subtle air of cynicism. This individual likely spends his time observing the street scene and quietly working in his shop. Note: This character’s role is ‘Clothes shop staff’.|7
218|Female|Black|Old|A light pink button-down shirt, worn over a brown tweed waistcoat and dark plaid kilt with brown leather shoes.|Unemployed, possibly a retired tradesman or craftsman.|Quiet, observant, and slightly melancholic, suggesting a past life of routine and perhaps a sense of lost opportunity.|2
219|Female|Black|Young|A vibrant red, knee-length mini-skirt paired with a matching cropped blazer, both constructed from a glossy, synthetic fabric. She wears classic red high heels completing the outfit.|Rich Woman|Displays an air of casual confidence and entitlement, exhibiting a dismissive attitude toward those perceived as lower-class. She appears to frequent upscale establishments and is likely involved in social circles of wealth and influence. Note: This character represents a young woman from a privileged background, accustomed to luxury and status.|15
220|Male|Black|Old|A faded navy blue t-shirt with a simple grey graphic, khaki shorts, and worn brown sandals. A red and orange striped headband circles his head, reflecting a casual, street-smart style popular in 1992 Los Angeles.|Cab Driver|Reserved, observant, and possessing a quiet confidence. This individual appears to be a dependable, if somewhat world-weary, local who knows the city’s backstreets. Note:  This character’s role is ‘Cab Driver’.|7
221|Male|Black|Old|A worn, off-white short-sleeved button-down shirt, paired with faded olive-green trousers and brown leather loafers. The attire suggests a working-class individual, possibly involved in manual labor or transportation.|Delivery Driver / Warehouse Worker|Quiet and observant, exhibiting a cautious demeanor with a tendency towards routine. This individual likely possesses a pragmatic outlook and a reluctance to engage in unnecessary conversation.|0
222|Male|Black|Old|A black graphic tee shirt with a vibrant orange and brown geometric pattern, paired with dark wash denim jeans and brown suede sneakers. The overall style reflects early 90s streetwear trends.|Unemployed.|Appears to be a low-level street hustler, exhibiting a relaxed but observant demeanor, possibly involved in small-time transactions.|0
223|Male|Hispanic|Young|Light purple long-sleeved dress shirt, dark gray wool trousers, and brown leather loafers. A simple silver wristwatch is visible on his left wrist.|Likely a clerical worker or office professional, given the formal attire.|Appears reserved and professional, possibly a low-level administrator or support staff member within a corporate or government setting.|14
224|Female|Asian|Old|Black silk cheongsam with a vibrant gold dragon motif, paired with black tailored culottes and high-heeled black pumps. The overall style reflects 1992 Los Angeles fashion trends with a traditional Chinese influence.|Boutique Owner/Art Collector|Appears refined, observant, and potentially involved in the city’s art scene, exhibiting a quiet confidence and a subtle air of sophistication.|11
225|Female|Asian|Old|Long-sleeved, dark floral print shirt layered over a dark grey crew neck sweater, paired with light wash denim jeans and white sneakers.|Unemployed.|Appears to be a low-level street hustler, exhibiting a casual and slightly disaffected demeanor, likely involved in minor petty crime.|5
226|Female|Asian|Young|Grey ribbed tank top, black denim mini-skirt, striped purple and white wool socks, and brown leather sandals. The overall style suggests a late 90s/early 2000s aesthetic common in Los Angeles.|Unemployed, possibly a student or part-time worker.|Appears nonchalant and slightly detached, exhibiting a casual demeanor indicative of someone comfortable navigating the city’s underbelly.  She likely spends her time observing and potentially involved in low-level street activity.|2
227|Male|Asian|Old|He wears a dark grey, double-breasted suit with a light blue dress shirt and a white, subtly textured tie. Black leather Oxford shoes complete the formal attire, reflecting a 1992 Los Angeles business professional style.|Oriental Businessman|Reserved, meticulous, and possessing a quiet authority. He exhibits a calm demeanor and appears focused on business matters, suggesting a cautious and strategic personality. Note: This character likely operates within the city’s financial district, possibly involved in import/export or real estate transactions.|17
228|Male|Asian|Old|Black, double-breasted suit with a white shirt and a purple tie. Black leather shoes complete the formal attire, reflecting the style of 1992 Los Angeles.|Oriental Ped|Reserved, meticulous, and maintains a formal demeanor. This character appears to be a high-end concierge or personal assistant, focused on providing discreet service. Note: This character’s role is ‘Oriental Ped’.|9
229|Male|Asian|Old|A faded, button-down tourist-style Hawaiian shirt with palm trees dominates the upper body, paired with dark wash denim jeans and brown leather loafers. The overall appearance suggests a man attempting to blend in with the tourist population.|Oriental Ped|Quiet, observant, and possessing a subtly wary demeanor. He appears to be a local shopkeeper or small business owner, possibly involved in importing or selling goods. Note: This character’s role is ‘Oriental Ped’.|9
230|Male|White|Old|Worn black hoodie, tattered grey denim shorts, and bare feet. The clothing appears significantly distressed and patched.|Homeless|Displays signs of neglect, exhibiting a withdrawn and disoriented demeanor. This individual likely suffers from mental instability and substance abuse. Note: This character's role is 'Homeless'.|6
231|Female|White|Old|Olive green short-sleeved t-shirt, red and black plaid shorts, and light grey athletic sneakers. The outfit reflects a casual, slightly worn style common in the early 90s.|Unemployed, likely drifting through the city’s underbelly.|Appears to be a low-level hustler, possibly involved in petty theft or drug dealing, exhibiting a detached and observant demeanor.|2
232|Female|White|Old|A worn, dark red plaid wool jacket over a white crew-neck t-shirt, paired with dark brown corduroy trousers and dark grey sneakers. The overall appearance suggests a casual, slightly disheveled style typical of the early 1990s.|Unemployed, possibly a former construction worker or manual laborer.|Quiet, observant, and potentially withdrawn; exhibits a cautious demeanor, suggesting a history of avoiding trouble.|5
233|Female|White|Young|A plain, cream-colored long-sleeved shirt, dark wash straight-leg jeans, and black slip-on shoes. A worn brown leather belt with a simple buckle completes the outfit.|Unemployed, likely a low-level street vendor or occasional errand runner.|Appears reserved and observant, with a cautious demeanor suggesting a history of navigating difficult situations.  This individual likely prioritizes self-preservation and avoids unnecessary attention.|12
234|Male|White|Old|A worn, olive drab camouflage short-sleeved shirt over a pair of dark wash denim jeans and brown leather loafers. Sunglasses complete the outfit, suggesting a preference for a low-key appearance.|Cab Driver|Appears calm and observant, with a slightly weary demeanor indicative of long hours behind the wheel. He maintains a professional distance, prioritizing efficient service over casual conversation. Note: This character’s role is primarily transportation, suggesting a pragmatic and reliable individual operating within the city’s logistical network.|10
235|Male|White|Old|The subject wears a faded, oversized 1990s-style floral print short-sleeved shirt over khaki-colored, slightly baggy trousers. Brown leather loafers complete the outfit.|Unemployed.|Appears detached and unremarkable, possibly a retired accountant or a former salesman, exhibiting a subdued demeanor and minimal interaction with the environment.|3
236|Male|White|Old|A faded olive green plaid shirt layered over a plain white crew-neck t-shirt, paired with dark brown straight-leg jeans and dark brown leather loafers. The overall appearance suggests a practical, somewhat worn style typical of the early 1990s.|Unspecified, likely a low-level civilian.|Appears quiet and observant, exhibiting a demeanor consistent with someone accustomed to blending into the background. He possesses a subtle air of weariness, potentially indicative of a life spent navigating the city’s undercurrents.|8
237|Female|Hispanic|Young|She wears a black, form-fitting halter top, a plaid mini-skirt, black thigh-high stockings, and black leather knee-high boots. The skin is covered with black tribal-style tattoos.|Prostitute|Appears detached and observant, exhibiting a cautious demeanor with strangers.  She maintains a professional, almost cold, attitude, suggesting a history of dealing with difficult individuals. Note: This character’s role is ‘Prostitute’.|16
238|Female|Black|Young|The subject wears a form-fitting, deep burgundy mini-dress with thick black tights and high-heeled red leather boots, reflecting 1992 Los Angeles fashion trends. The dress has a simple halter neckline.|Prostitute|The subject displays a guarded demeanor, exhibiting a cautious and observant attitude. She appears to be street-smart and accustomed to dealing with potentially dangerous individuals. Note: This character’s role is ‘Prostitute’.|11
239|Male|White|Old|The individual wears a worn, brown plaid overcoat over a grey t-shirt, ripped blue jeans, and dark grey sneakers. A red scarf is loosely knotted around his neck, and he has dark blue work gloves.|Homeless|Displays signs of neglect and apathy, exhibiting a detached demeanor with minimal interaction. He appears withdrawn and possibly struggling with substance abuse, exhibiting a guarded and unpredictable attitude. Note: This character’s role is ‘Homeless’.|9
240|Male|White|Young|Black fitted vest over a crisp white button-down shirt, paired with dark grey wool trousers and polished brown leather shoes. The overall appearance suggests a professional, possibly legal, individual adhering to 1992 Los Angeles standards.|The D.A|Reserved, observant, and possessing a subtle air of authority. This individual likely handles sensitive investigations and legal proceedings with meticulous attention to detail. Note: This character's role is 'The D.A'.|6
241|Male|Black|Young|A black graphic t-shirt, dark grey baggy shorts, and worn-out white canvas sneakers. He wears a dark blue denim jacket with the sleeves rolled up.|Afro-American|Displays a relaxed, observant demeanor with a slight air of caution.  He appears to be a low-level drug dealer, operating within the city's underbelly. Note: This individual is likely involved in small-time narcotics distribution, blending into the diverse and often volatile street scene of 1992 Los Angeles.|0
242|Male|Hispanic|Young|A grey tank top, black baggy shorts, and worn black sneakers. The shorts feature a faded graffiti-style image.|Mexican|Aggressive, cynical, and displays a disregard for authority.  This individual likely operates as a low-level street hustler involved in petty theft and drug dealing. Note:  The character exhibits signs of chronic stress and potential substance abuse.|3
243|Female|Black|Young|Red halter top, black mini-skirt, and black ankle boots. The style reflects 1992 Los Angeles trends, prioritizing a provocative appearance.|Prostitute|Appears confident and observant, exhibiting a cautious demeanor. She maintains a detached attitude, suggesting a history of dealing with dangerous individuals. Note: This character’s role is ‘Prostitute’.|15
244|Female|Black|Young|She wears a low-cut, satin black halter top with spaghetti straps, paired with a matching thong and cream-colored stockings.  White satin heels complete the outfit.|Stripper|Appears confident and observant, exhibiting a detached demeanor.  She maintains a carefully cultivated air of allure and possesses a subtle awareness of her surroundings. Note: This character operates within the 'The Velvet Curtain' nightclub district, known for its clientele of wealthy criminals and corrupt officials.|11
245|Female|Black|Young|She wears a cream-colored off-the-shoulder crop top and a fitted, deep red mini-skirt.  Red high-heeled pumps complete the outfit.|Prostitute|Appears relaxed and observant, exhibiting a cautious demeanor.  She displays a subtle air of self-assurance and a guarded attitude. Note: This character’s role is ‘Prostitute’.|2
246|Female|Hispanic|Young|She wears a black, form-fitting corset top with lace detailing, paired with black fishnet stockings and low-slung black leather shorts. Black knee-high boots complete the outfit.|Stripper|Appears confident and alluring, with a detached, almost cynical demeanor. She observes the surroundings with a guarded expression, suggesting a history of dealing with difficult clientele. Note: This character’s role is ‘Stripper’.|11
